count,confidence_lower,confidence_upper,mean,std,min,25%,50%,75%,max,lower_boundary,upper_boundary,IQR,lower_whiskers,upper_whiskers,real_mean,real_std,lower_real,upper_real,macro,macro_mean,macro_std,macro_lower_bound,macro_upper_bound,curr_features,new_var,count_vars
1000.0,11.979567135829905,13.373197371256818,12.666966726677597,0.3458754311786995,11.75838666662765,12.443105109231295,12.669094325502861,12.889712711713212,13.994262228972044,11.989050881567346,13.344882571787847,0.446607602481917,11.773193705508419,13.559624115436087,12.665986105448413,0.3427352042859949,11.994225105047862,13.337747105848964,[12.674942164655922],12.674942164655922,1.0,10.714942164655923,14.634942164655921,['abs_chng_timestamp'],abs_chng_timestamp,1
1000.0,15.242621432160997,16.61710195545627,15.965462265654153,0.3500759351083362,14.82538730987828,15.72311007903493,15.985453464097477,16.191859698267287,16.904804082614298,15.279313432841814,16.651611098466493,0.4687496192323568,15.019985650186396,16.894984127115823,15.96592124049809,0.34869459973848566,15.28247982501066,16.649362655985524,[15.965741635986674],15.965741635986674,1.0,14.005741635986674,17.925741635986675,['content_cl_count_answered_correctly'],content_cl_count_answered_correctly,1
1000.0,15.256609336625115,16.600185575800786,15.935049552673204,0.3398079190710992,14.846818340538071,15.712783678758608,15.934979538335991,16.16889414061928,17.198543001330545,15.26902603129385,16.601073074052557,0.4561104618606713,15.028617985967601,16.853059833410285,15.935273275524917,0.3363209070920362,15.276084297624527,16.59446225342531,[15.954295034438815],15.954295034438815,1.0,13.994295034438814,17.914295034438815,['content_cl_mean_answered_correctly'],content_cl_mean_answered_correctly,1
1000.0,15.31042447677724,16.645699668902523,15.981995175537945,0.3510973492749931,14.762806817000929,15.73820095299943,15.983432765280536,16.210123293863166,17.181692697042884,15.293844370958958,16.67014598011693,0.4719223408637365,15.030317441703826,16.91800680515877,15.98208905439431,0.34807760180421665,15.299856954858045,16.664321153930576,[15.973468025972458],15.973468025972458,1.0,14.013468025972458,17.93346802597246,['content_cl_sum_answered_correctly'],content_cl_sum_answered_correctly,1
1000.0,24.90855146212958,26.28741986803793,25.579928939021563,0.35218998525923334,24.677503345005334,25.346510542809273,25.576592196746926,25.826964676708137,26.648965283614466,24.889636567913467,26.27022131012966,0.4804541338988635,24.62582934196098,26.547645877556434,25.57981333009824,0.35185686011933454,24.890173884264343,26.269452775932137,[25.57925520331996],25.57925520331996,1.0,23.61925520331996,27.53925520331996,['content_count_answered_correctly'],content_count_answered_correctly,1
1000.0,17.92818337403861,19.25296262953018,18.595255223168873,0.34760703530698855,17.598900217918988,18.361822552337596,18.59490277449811,18.82978407863246,19.79694792915565,17.913945433967175,19.276565012370572,0.4679615262948644,17.6598802628953,19.531726368074757,18.594858780189902,0.34592005057477265,17.916855481063347,19.272862079316457,[18.588925213167997],18.588925213167997,1.0,16.628925213167996,20.548925213167998,['content_he_cl_count_answered_correctly'],content_he_cl_count_answered_correctly,1
1000.0,17.935102697161565,19.234422400392994,18.588911996364576,0.3331303369939041,17.566218592749205,18.352904092810277,18.592340098344437,18.80926676334926,19.54596703377327,17.935976535856526,19.241847456872627,0.45636267053898294,17.6683600870018,19.493810769157733,18.589072189903053,0.3321983543772201,17.9379634153237,19.240180964482406,[18.585274268668762],18.585274268668762,1.0,16.62527426866876,20.545274268668763,['content_he_cl_mean_answered_correctly'],content_he_cl_mean_answered_correctly,1
1000.0,17.892221195112622,19.218524208832875,18.56328800399884,0.34331563734815557,17.501750762611003,18.32737431992642,18.56142380340824,18.79526545560246,19.61321961675462,17.890389354796454,19.236186653201223,0.4678911356760409,17.62553761641236,19.497102159116523,18.563197210205576,0.34206194095929093,17.892755805925365,19.233638614485788,[18.57575510793046],18.57575510793046,1.0,16.615755107930458,20.53575510793046,['content_he_cl_sum_answered_correctly'],content_he_cl_sum_answered_correctly,1
1000.0,23.054284522786084,24.4147813331983,23.754576926562468,0.3479807074494248,22.741296904553245,23.533206761620804,23.76302628698305,23.988764275919127,24.82660684566018,23.072534739961597,24.43661911316334,0.4555575142983237,22.849870490173316,24.67210054736661,23.754449703199942,0.34641160756050876,23.075482952381346,24.433416454018538,[23.759928165402954],23.759928165402954,1.0,21.799928165402953,25.719928165402955,['content_he_count_answered_correctly'],content_he_count_answered_correctly,1
1000.0,37.849346016823574,39.1002577421836,38.45225716406297,0.32028333523167873,37.48992120760373,38.23393692140823,38.46037406345096,38.66347607546082,39.47527644199056,37.82450182700888,39.08001250111706,0.42953915405259124,37.58962819032934,39.30778480653971,38.45219789125133,0.3193221916635616,37.82632639559075,39.07806938691191,[38.4683934121314],38.4683934121314,1.0,36.5083934121314,40.4283934121314,['content_he_mean_answered_correctly'],content_he_mean_answered_correctly,1
1000.0,17.955368526813565,19.292165630888203,18.59761034593857,0.33675850672729546,17.680001305601365,18.371272760556987,18.588192434269004,18.82749824986037,19.629913506905794,17.937563672753072,19.257657019124068,0.4562254893033817,17.686934526601917,19.511836483815443,18.59746547637428,0.3363080523430626,17.938301693781877,19.25662925896668,[18.592002653152573],18.592002653152573,1.0,16.632002653152572,20.552002653152574,['content_he_part_count_answered_correctly'],content_he_part_count_answered_correctly,1
